price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,sqft_above,sqft_basement,city,country
1325000,5,2.25,3200,1,0,0,1600,1600,Clyde Hill,USA
784000,3,3.5,3950,1.5,0,0,2460,1490,Redmond,USA
610750,4,2.25,2180,2,0,0,2180,0,Sammamish,USA
578000,4,2.5,3140,1,0,2,1770,1370,Renton,USA
1485000,4,3.75,4030,2,0,0,4030,0,Kirkland,USA
501000,3,1.75,1970,1,0,3,1370,600,Renton,USA
465250,5,2,1940,1.5,0,0,1940,0,Shoreline,USA
2250000,5,4.25,4860,1.5,0,1,3100,1760,Seattle,USA
1095000,0,0,3064,3.5,0,2,3064,0,Seattle,USA
315000,2,1,970,1,0,0,970,0,Seattle,USA
900000,4,2.25,2460,1,0,0,2460,0,Bellevue,USA
789500,4,2.5,3010,2,0,0,3010,0,Redmond,USA
678500,3,2,2460,1,0,2,1370,1090,Seattle,USA
342500,3,2,2080,1,0,0,2080,0,Enumclaw,USA
860000,4,3.25,3960,2,0,0,3960,0,Sammamish,USA
306000,4,2.5,2490,2,0,0,2490,0,Auburn,USA
580000,5,2,2060,2,0,0,2060,0,Seattle,USA
405000,3,1,1330,1,0,0,900,430,Sammamish,USA
510000,3,1.75,1600,1,0,0,1600,0,Kirkland,USA
173000,2,1,820,1,0,0,820,0,Renton,USA
210000,4,1.75,1200,1,0,0,1200,0,Auburn,USA
445000,3,1,1050,1,0,0,910,140,Seattle,USA
585000,3,2.5,1910,2.5,0,0,1530,380,Seattle,USA
381000,3,1.75,1800,1,0,0,900,900,Shoreline,USA
890000,3,2.25,2060,1,0,0,2060,0,Kirkland,USA
235000,3,1.75,1840,1,0,0,1500,340,Kent,USA
480000,3,2.5,1250,3,0,2,1250,0,Seattle,USA
575000,2,1,1510,1.5,0,0,1310,200,Seattle,USA
350000,4,2.25,2300,1.5,0,0,1340,960,Seattle,USA
259000,4,1.5,1490,2,0,0,1490,0,Des Moines,USA
599000,5,2.75,2820,1,0,0,1450,1370,Seattle,USA
210000,4,1.5,1130,1,0,0,1130,0,Federal Way,USA
1184000,4,2.5,3200,1.5,0,1,1860,1340,Seattle,USA
545000,3,1,1510,1.5,0,0,1510,0,Seattle,USA
299995,3,2.5,1970,2,0,0,1970,0,Auburn,USA
440000,3,1,1210,1.5,0,0,1210,0,Seattle,USA
699000,4,2.5,3280,2,0,0,3280,0,Redmond,USA
795000,3,2,2420,1,0,1,1500,920,Kirkland,USA
445000,5,1.75,2460,1.5,0,0,1340,1120,Seattle,USA
397990,3,1,1180,1,0,0,1180,0,Seattle,USA
706000,3,2.75,1900,1,0,0,1410,490,Seattle,USA
363000,3,3.25,1651,2,0,0,1341,310,Seattle,USA
850000,4,2.25,2130,2,0,0,2130,0,Mercer Island,USA
620000,2,1,1430,1.5,0,0,1300,130,Seattle,USA
1228000,4,2.5,5730,2,0,4,4280,1450,Sammamish,USA
333000,4,2.5,1910,1,0,0,1910,0,Renton,USA
743000,3,1.75,2110,1,0,0,2110,0,Mercer Island,USA
448000,2,1.5,1630,1,0,0,890,740,Seattle,USA
485000,4,2.5,2470,2,0,0,2470,0,Auburn,USA
489950,4,2.25,2640,1,0,0,2640,0,Auburn,USA
498500,5,2.75,2990,2,0,0,2990,0,Renton,USA
531000,3,2.5,2120,2,0,0,2120,0,Bothell,USA
670000,3,2.5,2050,1,0,3,1730,320,Seattle,USA
310000,5,3,1880,1,0,0,1100,780,Seattle,USA
835000,3,3,2790,2,1,4,1600,1190,Des Moines,USA
1688000,4,2.5,3000,2,0,0,3000,0,Seattle,USA
495000,4,2.5,2140,2,0,0,2140,0,Seattle,USA
495000,3,2,1769,1,0,0,1769,0,Normandy Park,USA
440000,3,1,1710,1.5,0,0,1200,510,Seattle,USA
280000,1,0.75,420,1,0,0,420,0,Seattle,USA
1070000,4,2.5,3270,2,0,0,3270,0,Bellevue,USA
1034500,4,2.5,2370,2,0,0,2370,0,Bellevue,USA
248000,4,2.5,1770,2,0,0,1770,0,Maple Valley,USA
294000,4,2.5,2210,1,0,0,1490,720,Auburn,USA
561000,3,2.25,1710,2,0,0,1710,0,Issaquah,USA
656500,4,2,2710,1,0,0,1460,1250,Seattle,USA
660000,3,3,2340,2,0,0,2160,180,Seattle,USA
370000,2,1,1220,1,0,0,1220,0,Kirkland,USA
349950,3,1,1060,1,0,0,1060,0,Redmond,USA
223000,2,1,910,1,0,0,910,0,Renton,USA
560000,4,1.75,1880,1.5,0,0,1090,790,Seattle,USA
594000,4,1.75,1870,2,0,0,1200,670,Seattle,USA
600000,3,2.25,1480,2,0,0,1480,0,Seattle,USA
315000,3,2.5,1880,2,0,0,1880,0,Kent,USA
430000,4,1.75,1890,1,0,0,1110,780,Seattle,USA
440000,3,2.75,1560,1,0,0,1030,530,Kirkland,USA
312500,2,1.5,1070,2,0,0,1070,0,Seattle,USA
1240000,5,4,4410,2,0,0,4410,0,Redmond,USA
300000,3,3.25,1470,2,0,0,1180,290,Seattle,USA
680000,3,2.5,2570,2.5,0,0,2570,0,Issaquah,USA
336750,2,2.25,1170,2,0,0,1170,0,Issaquah,USA
822500,5,3.5,2320,2,0,0,1720,600,Seattle,USA
589000,4,3,2440,2,0,0,2440,0,Kirkland,USA
863000,4,2.5,4120,2,0,0,4120,0,Sammamish,USA
210000,2,1.75,1440,1,0,0,1440,0,Des Moines,USA
206135,3,1,1340,1,0,0,1340,0,Kent,USA
1125000,6,3.75,3010,2,0,0,2000,1010,Seattle,USA
285000,3,1.75,1840,1,0,0,920,920,Seattle,USA
230000,2,1,930,1,0,0,930,0,SeaTac,USA
845000,4,2.75,4070,2,0,0,4070,0,North Bend,USA
350000,3,1.75,1820,1,0,0,1230,590,Lake Forest Park,USA
304000,3,1,1280,1.5,0,0,1280,0,Shoreline,USA
370000,2,1,900,1,0,0,900,0,Seattle,USA
810000,3,1.75,1980,1,0,2,1320,660,Bellevue,USA
440000,4,2.25,2010,1,0,0,1220,790,Kirkland,USA
1030000,4,2.5,2750,2,0,0,1960,790,Seattle,USA
775000,4,2,3140,1,0,1,1940,1200,Seattle,USA
1335000,5,2.25,4200,2.5,0,0,2910,1290,Seattle,USA
235000,3,1.75,1900,1,0,0,950,950,SeaTac,USA
499950,3,1,1830,1.5,0,0,1430,400,Seattle,USA
622500,5,2.75,3320,2,0,0,2190,1130,Woodinville,USA
300000,4,2.5,2700,1,0,0,1560,1140,Kent,USA
205000,3,1,1290,1,0,0,1290,0,Federal Way,USA
435000,3,1.75,1500,1,0,0,1500,0,Kirkland,USA
697000,4,2.75,3650,1.5,0,0,3650,0,Woodinville,USA
153000,3,1,1270,1.5,0,0,1270,0,Seattle,USA
454000,4,2.25,2630,2,0,0,2630,0,Kent,USA
345000,2,1.5,1800,1,0,0,1240,560,Auburn,USA
585000,3,1,1870,1.5,0,0,1580,290,Seattle,USA
380000,4,2.5,2540,2,0,0,1870,670,Renton,USA
250600,4,2.5,1930,1,0,0,1120,810,Auburn,USA
890000,4,2.25,2770,2,0,0,2770,0,Mercer Island,USA
370000,4,2.5,2220,2,0,0,2220,0,Renton,USA
369500,3,1.5,1650,1,0,0,1100,550,Seattle,USA
883000,4,2.5,3670,2,0,0,3670,0,Sammamish,USA
950000,4,2.5,3770,2,0,0,3770,0,Redmond,USA
615000,3,1.75,2350,1,0,0,1800,550,Sammamish,USA
305000,3,1.5,1210,1,0,0,610,600,Seattle,USA
590000,4,2.5,2010,2,0,0,2010,0,Issaquah,USA
485000,3,2.5,1580,2,0,0,1580,0,Issaquah,USA
215000,2,1,710,1,0,0,710,0,Seattle,USA
430000,3,2,1910,1.5,0,0,1910,0,Sammamish,USA
324900,4,2.5,1880,2,0,0,1880,0,Maple Valley,USA
849900,2,2,2280,2,0,0,2280,0,Vashon,USA
975000,5,2.75,3100,1,0,2,1660,1440,Mercer Island,USA
910000,5,2.5,2350,2,0,0,2350,0,Seattle,USA
459950,3,1.75,1850,1,0,2,1100,750,Burien,USA
325000,3,2.5,2070,2,0,0,2070,0,Kent,USA
513000,4,2.75,2020,1,0,0,1010,1010,Seattle,USA
475000,3,2.25,1580,1,0,0,1200,380,Sammamish,USA
419000,4,2.5,2690,2,0,0,2690,0,Renton,USA
760000,4,2.5,2420,1,0,4,1700,720,Burien,USA
1120000,5,1.5,2540,2,0,3,2340,200,Seattle,USA
129000,2,1,1150,1,0,0,1150,0,Renton,USA
725000,5,2.5,3210,1,0,0,1830,1380,Bellevue,USA
580000,3,2.5,2040,2,0,0,2040,0,Redmond,USA
385000,3,2.25,1920,1,0,0,1060,860,Seattle,USA
265000,4,1.75,1900,1,0,0,1900,0,Auburn,USA
1735000,3,2.5,4310,1.5,0,4,2510,1800,Shoreline,USA
330000,3,2.5,1070,2,0,0,720,350,Seattle,USA
665000,4,2.5,2790,2,0,0,2790,0,Woodinville,USA
799000,3,2.5,2860,2,0,0,2860,0,Seattle,USA
589000,3,2,2250,1,0,0,1250,1000,Seattle,USA
1695000,2,2.25,3170,2,0,2,1990,1180,Seattle,USA
538000,3,1,1460,1,0,0,1260,200,Seattle,USA
530100,3,1,1540,1.5,0,0,1200,340,Seattle,USA
718500,3,2,2910,2,0,0,1920,990,Seattle,USA
299000,3,1.75,1180,1,0,0,1180,0,Renton,USA
556000,3,1.75,1640,1,0,0,1090,550,Seattle,USA
171000,4,2,1520,1,0,0,1020,500,Tukwila,USA
540000,5,3,3610,2,0,0,3610,0,Maple Valley,USA
250000,3,2.25,1400,2,0,0,1400,0,Covington,USA
795000,4,3.5,3200,2,0,0,2670,530,Issaquah,USA
575000,3,3,1384,2,0,0,1144,240,Seattle,USA
379500,3,2.25,1410,2,0,0,1290,120,Issaquah,USA
385000,4,2.5,2050,2,0,0,2050,0,Renton,USA
415500,4,2.5,1750,2,0,0,1750,0,Kenmore,USA
397500,3,2,1510,1,0,0,1070,440,Kirkland,USA
530000,3,2.5,1930,2,0,0,1930,0,Seattle,USA
883000,4,2.5,2960,2,0,0,2960,0,Woodinville,USA
850000,5,2.75,2920,1,0,0,1660,1260,Issaquah,USA
496752,2,1,1980,1,0,0,1090,890,Seattle,USA
330000,3,1.75,1430,1,0,0,1430,0,Seattle,USA
735000,4,2.75,2450,2,0,2,2450,0,Issaquah,USA
525000,4,2.75,2360,2,0,0,2360,0,Kenmore,USA
269950,3,2.5,1890,2,0,0,1730,160,Tukwila,USA
650000,3,1.75,2140,1,0,0,1290,850,Bellevue,USA
520500,3,2,1900,1,0,0,950,950,Seattle,USA
652500,4,2.5,2700,2,0,0,2700,0,Issaquah,USA
506000,5,3,2430,1,0,0,1370,1060,Bellevue,USA
416000,3,1,1110,1,0,0,1110,0,Bellevue,USA
500000,4,2.75,2280,1,0,0,2280,0,Newcastle,USA
460000,3,1.75,1550,1,0,0,860,690,Seattle,USA
371025,3,2,1530,1,0,0,1530,0,Bothell,USA
576000,4,2.5,2440,2,0,0,2440,0,Kenmore,USA
353500,4,2.25,1760,2,0,0,1760,0,Renton,USA
1735000,4,2.25,3040,2,0,3,2080,960,Seattle,USA
183000,3,1.75,1070,1,0,0,1070,0,Auburn,USA
763101,3,1.75,1990,1,0,0,1100,890,Seattle,USA
460000,2,1.5,1090,1,0,0,970,120,Seattle,USA
825000,4,1.5,1890,1.5,0,0,1890,0,Seattle,USA
265000,3,1,1000,1,0,0,1000,0,Renton,USA
295000,3,1.75,1770,1,0,0,1030,740,Burien,USA
418000,4,3,2360,1,0,2,1460,900,Seattle,USA
554000,3,3.5,3380,2,0,0,2700,680,Renton,USA
534500,3,2.5,1700,2,0,0,1700,0,Issaquah,USA
690000,2,1.75,1600,1,0,0,850,750,Seattle,USA
530000,4,2.5,2050,2,0,0,2050,0,Issaquah,USA
357186,2,1.75,1210,2,0,0,1210,0,Issaquah,USA
300000,5,3,1940,1,0,0,1200,740,Seattle,USA
304000,4,2,1810,1,0,0,1110,700,Renton,USA
385000,4,1.75,1690,1,0,0,870,820,Seattle,USA
415000,4,2,1800,1,0,0,1000,800,Seattle,USA
963000,4,3.5,3280,2,0,0,3280,0,Bellevue,USA
792500,4,2.5,4290,2,0,0,4290,0,Ravensdale,USA
309212,3,1.75,1150,1,0,0,1150,0,North Bend,USA
235000,2,1.5,880,2,0,0,880,0,Seattle,USA
667000,3,1.5,1720,2,0,0,1720,0,Seattle,USA
470000,3,1.5,1510,1,0,0,1510,0,Bellevue,USA
375000,4,2,1240,1,0,0,1040,200,Seattle,USA
410000,4,2,1580,1,0,0,1580,0,Kirkland,USA
566000,4,2.25,2170,2,0,0,2170,0,Sammamish,USA
680000,4,2.75,2500,2,0,0,2500,0,Redmond,USA
332000,1,1,960,1,0,0,760,200,Seattle,USA
902000,4,2.5,3030,2,0,0,3030,0,Kirkland,USA
500000,3,1.75,1540,1,0,0,770,770,Mercer Island,USA
445000,3,1.75,1890,1.5,0,3,1890,0,Vashon,USA
825000,4,2.5,2810,1,0,0,1710,1100,Bellevue,USA
1095000,4,4,3530,2,0,0,2630,900,Seattle,USA
277000,3,1,1100,1,0,0,1100,0,Seattle,USA
545000,3,2.5,1940,1,0,2,1440,500,Kirkland,USA
435000,3,2.5,2300,2,0,0,2300,0,Duvall,USA
638000,3,2.5,2110,2,0,0,2110,0,Redmond,USA
418000,4,1.5,1220,1,0,0,1220,0,Bellevue,USA
499000,3,1.75,1750,1,0,0,1470,280,Redmond,USA
150000,3,1.5,1230,1,0,0,1230,0,Burien,USA
759950,3,2.5,3100,2,0,0,3100,0,Sammamish,USA
427000,3,2.5,1830,1,0,0,1520,310,North Bend,USA
632500,5,2.5,2640,2,0,0,2640,0,Redmond,USA
660000,6,1.75,1840,1,0,0,1060,780,Seattle,USA
862000,4,2.5,3190,2,0,0,3190,0,Woodinville,USA
524000,2,1,1120,1.5,0,0,1120,0,Seattle,USA
470000,3,1.5,1760,1,0,0,1160,600,Seattle,USA
385000,3,2,1590,2,0,0,1590,0,Vashon,USA
575000,4,2.5,2120,2,0,0,2120,0,Issaquah,USA
220000,4,2.5,2240,1,0,0,1370,870,Federal Way,USA
460000,2,1,890,1,0,0,760,130,Seattle,USA
1712500,3,3.25,2940,3,0,3,2440,500,Seattle,USA
175000,3,1.5,1220,1,0,0,1220,0,Auburn,USA
465000,3,2.25,2670,1,0,0,1640,1030,Burien,USA
552000,3,1,1120,1,0,0,820,300,Seattle,USA
565000,4,2.75,3130,2,0,0,3130,0,Kent,USA
518000,4,2.5,1740,1,0,0,1220,520,Redmond,USA
899950,4,3.5,3290,2,0,1,2360,930,Kirkland,USA
373000,3,1,1770,1.5,0,0,1140,630,Seattle,USA
385000,4,2.5,2960,2,0,0,2960,0,Maple Valley,USA
245000,2,1,1200,1,0,0,980,220,Seattle,USA
375000,4,2,2400,2,0,0,2400,0,Bothell,USA
699850,4,3.5,2690,2,0,0,2690,0,Sammamish,USA
450000,6,2.25,3550,1,0,0,2960,590,Seattle,USA
455000,2,1.5,1310,1.5,0,0,1310,0,Redmond,USA
650000,4,2.75,2610,3,0,0,1910,700,Seattle,USA
378000,5,2.5,2760,1,0,0,1600,1160,Seattle,USA
220000,3,2,1410,1,0,0,1410,0,Tukwila,USA
285500,4,1.75,1960,1,0,0,1960,0,Federal Way,USA
340000,3,2.5,1212,3,0,0,1212,0,Seattle,USA
921000,4,1.5,2220,1,0,0,1490,730,Bellevue,USA
375000,4,2.5,2040,1.5,0,0,2040,0,Maple Valley,USA
999000,4,2.75,2800,2,0,0,2800,0,Sammamish,USA
335000,3,1.5,2040,1,0,0,1340,700,Seattle,USA
1920000,4,2.5,3070,1,0,3,2070,1000,Medina,USA
385000,2,1,830,1,1,3,830,0,Vashon,USA
850000,4,3.5,4140,2,0,0,3160,980,Kirkland,USA
429000,5,2.5,2340,2,0,0,2340,0,Renton,USA
523950,3,2.25,1420,3,0,0,1420,0,Seattle,USA
798800,3,2.75,2670,1,0,0,1720,950,Renton,USA
284000,3,2.5,1880,2,0,0,1880,0,Kent,USA
852880,4,3.25,3450,2,0,0,3450,0,Sammamish,USA
320000,3,2.25,1200,3,0,0,1200,0,Seattle,USA
749995,4,3.25,3430,2,0,0,3430,0,Bothell,USA
468500,3,2.5,1350,2,0,0,1120,230,Seattle,USA
492500,5,2.5,2570,2,0,0,2570,0,Duvall,USA
685000,4,3.5,2840,3,0,0,2840,0,Seattle,USA
542525,4,2.5,2650,2,0,0,2650,0,Renton,USA
435000,3,2,1980,3,0,0,1980,0,Seattle,USA
242000,3,1.75,1280,1.5,0,0,1280,0,Kent,USA
325000,4,2.5,2610,2,0,0,2610,0,Federal Way,USA
837700,5,2.75,3010,2,0,0,3010,0,Redmond,USA
210000,1,1,930,1,0,0,930,0,Seattle,USA
187500,3,1.5,1180,1,0,0,1180,0,Federal Way,USA
560000,5,1,1710,1.5,0,0,1320,390,Seattle,USA
272000,3,2,1380,1,0,0,1380,0,Auburn,USA
235000,3,1.75,1190,1,0,0,1190,0,Auburn,USA
259000,3,2,1870,1,0,0,1270,600,Kent,USA
866059,5,3.5,3130,2,0,0,2570,560,Bellevue,USA
473000,2,1,900,1,0,0,900,0,Seattle,USA
405000,3,1.5,1880,1,0,0,1480,400,Lake Forest Park,USA
870000,4,4.25,3010,2,0,3,1940,1070,Seattle,USA
475000,3,2.25,2280,1,0,1,1150,1130,Seattle,USA
499500,3,2.5,2970,2,0,0,2970,0,Renton,USA
386000,2,2.5,1620,2,0,0,1620,0,Snoqualmie,USA
458000,4,1.5,1550,1.5,0,0,1350,200,Seattle,USA
550000,3,1.75,2240,2,0,0,2240,0,Vashon,USA
605500,3,2.5,2830,2,0,0,2830,0,Woodinville,USA
421000,3,2.5,2890,2,0,0,2890,0,SeaTac,USA
536000,4,2.25,1990,2,0,0,1990,0,Issaquah,USA
247200,3,1.75,1370,1,0,0,1370,0,Covington,USA
250000,2,1.5,1088,2,0,0,1088,0,Kirkland,USA
204950,4,1.75,1740,1,0,0,1180,560,Federal Way,USA
430000,3,2,1730,1,0,0,1370,360,Issaquah,USA
250000,4,2.5,1800,2,0,0,1800,0,Maple Valley,USA
260000,3,1.75,1440,1,0,2,1090,350,Tukwila,USA
547000,4,1,1720,1.5,0,0,1200,520,Seattle,USA
379900,5,3.5,2800,2,0,0,2800,0,Seattle,USA
738500,3,2.5,2300,1,0,0,2300,0,Redmond,USA
545000,4,2.25,2030,1,0,0,1590,440,Redmond,USA
342000,2,1,740,1,0,0,740,0,Seattle,USA
4668000,5,6.75,9640,1,1,4,4820,4820,Mercer Island,USA
170000,4,1,1920,1,0,0,1220,700,SeaTac,USA
616000,4,2.5,2490,2,0,0,2490,0,Sammamish,USA
640000,3,2,1380,1,0,0,1380,0,Seattle,USA
332000,3,2.5,1530,1,0,0,1270,260,Renton,USA
1010000,3,3.25,2420,2,0,2,1840,580,Seattle,USA
380000,4,2.5,2150,2,0,0,2150,0,Kent,USA
415000,4,2,1610,1,0,0,1610,0,Newcastle,USA
1008000,4,3.5,2650,2,0,0,2060,590,Seattle,USA
669000,4,2.75,2700,2,0,0,2700,0,Woodinville,USA
260000,3,1.5,1270,1,0,0,1150,120,Lake Forest Park,USA
854000,4,2.75,3150,1,0,0,2480,670,Redmond,USA
605000,3,2.25,2010,2,0,0,2010,0,Redmond,USA
320000,3,1,860,1.5,0,0,860,0,Seattle,USA
229950,3,2,1410,1,0,0,1410,0,Renton,USA
255000,3,1.75,1700,1,0,0,1700,0,Kent,USA
1170000,4,2.5,2570,2,0,0,2570,0,Bellevue,USA
479000,2,2.25,1230,2,0,0,1020,210,Seattle,USA
1200000,4,3.5,4170,2,0,0,4170,0,Newcastle,USA
472000,3,2.5,1180,3,0,0,1180,0,Seattle,USA
198000,3,1.5,1430,1,0,0,820,610,Federal Way,USA
440000,4,2,1450,1.5,0,0,1450,0,Kirkland,USA
506000,3,1.75,2180,1,0,0,1480,700,Shoreline,USA
382500,4,2.5,2210,2,0,0,2210,0,Kent,USA
269500,2,1.5,1480,1,0,0,940,540,Renton,USA
560000,3,2,2340,1,0,1,1170,1170,Seattle,USA
840000,4,3.5,3860,2,0,0,3120,740,Woodinville,USA
479500,3,2.75,2300,2,0,0,2300,0,Snoqualmie,USA
402000,3,1.5,1450,1,0,0,1010,440,Kirkland,USA
549000,2,2.5,1380,3,0,0,1380,0,Seattle,USA
449950,4,2.5,2470,2,0,0,2470,0,Snoqualmie,USA
493000,4,1.75,2030,1.5,0,0,2030,0,Kirkland,USA
142500,4,0.75,1440,1,0,0,1440,0,Burien,USA
250000,3,1.75,1160,1,0,0,1160,0,Auburn,USA
729000,3,1,1580,2,0,0,1580,0,Seattle,USA
465000,2,2.75,1430,2,0,0,995,435,Seattle,USA
465000,2,2,1494,2,1,4,1494,0,Vashon,USA
280000,4,2.25,1930,1,0,0,1360,570,Kent,USA
675000,6,1.75,2740,1,0,3,1370,1370,Seattle,USA
667500,3,2,1880,1,0,0,1030,850,Seattle,USA
809000,3,2.5,2590,2,0,0,2590,0,Bellevue,USA
400000,3,2.25,2140,2,0,0,2140,0,Duvall,USA
310000,4,2,1870,1.5,0,0,1870,0,Seattle,USA
435000,2,1,1230,1,0,0,1230,0,Seattle,USA
465950,4,2.5,2340,2,0,0,2340,0,Renton,USA
1538000,3,2.25,2880,1,0,2,1710,1170,Kirkland,USA
253000,3,1.5,880,1,0,0,880,0,Seattle,USA
330000,3,2.5,3040,2,0,0,3040,0,Auburn,USA
554000,4,1,1120,1.5,0,0,1120,0,Seattle,USA
350000,3,2,1380,3,0,0,1380,0,Seattle,USA
294999,4,2.5,1660,2,0,0,1660,0,Kent,USA
1185001,3,2.75,2500,2,0,0,2500,0,Seattle,USA
752000,4,2.5,2940,2,0,0,2940,0,Newcastle,USA
451000,4,2.5,1670,2,0,0,1670,0,Issaquah,USA
725000,4,2.75,2630,2,0,0,2630,0,Redmond,USA
345000,4,2.75,2250,1,0,0,1480,770,Renton,USA
206000,3,1,1320,1,0,0,1320,0,Auburn,USA
2027000,4,3.75,4100,1.5,0,3,2540,1560,Mercer Island,USA
2475000,3,3.25,4340,2,0,3,3060,1280,Seattle,USA
1728000,4,3,3700,1,0,0,1850,1850,Bellevue,USA
580000,5,2,2700,1,0,0,1540,1160,Bellevue,USA
430000,3,1,980,1,0,0,980,0,Seattle,USA
720000,4,2.5,2650,2,0,0,2110,540,Kirkland,USA
824000,7,4.25,3670,2,0,1,2800,870,Seattle,USA
936000,3,1.75,2960,1,0,2,1480,1480,Seattle,USA
535000,4,2.75,3070,2,0,0,3070,0,Renton,USA
286800,3,2.5,1413,2,0,0,1413,0,Kent,USA
350000,2,2.5,1260,3,0,0,1260,0,Seattle,USA
345000,3,2.5,1680,2,0,0,1680,0,Shoreline,USA
435000,3,2.25,1230,2,0,0,1080,150,Seattle,USA
1555000,3,3.5,4360,2,0,3,2960,1400,Seattle,USA
1325000,4,4,4420,2,0,0,4420,0,Sammamish,USA
461000,3,3.25,2770,2,0,0,1980,790,Renton,USA
770000,3,2.25,2910,2,0,0,2910,0,Redmond,USA
1384000,4,3.25,4290,1,0,3,2690,1600,Bellevue,USA
330000,3,2.5,1600,2,0,0,1600,0,Duvall,USA
322500,4,2.5,1820,2,0,0,1820,0,Maple Valley,USA
1600000,6,5,6050,2,0,3,6050,0,Fall City,USA
475000,3,1.75,1700,1,0,0,1230,470,Seattle,USA
250275,2,1,790,1,0,0,790,0,Normandy Park,USA
274500,3,2.25,1720,1,0,0,1320,400,Federal Way,USA
284950,3,1,990,1,0,0,990,0,Renton,USA
264950,4,1.75,1770,1,0,0,1050,720,Covington,USA
242000,3,2,1260,1,0,0,1260,0,Maple Valley,USA
913000,4,2.5,3640,2,0,0,3640,0,Sammamish,USA
555000,3,1.75,2040,1,0,0,1120,920,Seattle,USA
711000,4,1.75,1980,1,0,0,990,990,Mercer Island,USA
403500,5,2.5,3600,1,0,0,2410,1190,Normandy Park,USA
975000,4,2.5,4270,1,0,0,2680,1590,Redmond,USA
253779,4,2,2030,1.5,0,0,1430,600,SeaTac,USA
384400,3,3.25,1689,3,0,0,1689,0,Seattle,USA
646000,5,2.75,2870,1,0,0,1650,1220,Seattle,USA
415000,3,1.75,1270,1,0,0,1270,0,Seattle,USA
764000,4,2.5,2790,2,0,0,2790,0,Sammamish,USA
507000,5,3.25,3850,2,0,2,3030,820,Auburn,USA
545500,3,2.5,1560,1.5,0,0,1360,200,Seattle,USA
450000,3,1.75,1180,1,0,0,760,420,Seattle,USA
264000,4,1.75,1820,1,0,0,1080,740,Kent,USA
650000,5,1.75,1260,1.5,0,0,1260,0,Seattle,USA
365000,3,2.5,2640,2,0,0,1680,960,Renton,USA
343566,2,1,1100,1,0,0,1100,0,Seattle,USA
375000,3,2.5,1950,2,0,0,1950,0,Shoreline,USA
295000,3,2,1380,1,0,0,1380,0,Des Moines,USA
325000,3,2.75,2200,1,0,0,1280,920,Renton,USA
265000,4,1.5,2050,1,0,0,1050,1000,Auburn,USA
562000,5,3,2795,2,0,0,2795,0,Duvall,USA
540000,4,2.5,2050,2,0,0,2050,0,Woodinville,USA
4489000,4,3,6430,2,0,0,6430,0,Bellevue,USA
279950,5,1.75,2150,1,0,0,1460,690,Kent,USA
540000,3,1.75,1970,1,0,0,1420,550,Shoreline,USA
310000,4,2.5,2660,1,0,0,1740,920,Federal Way,USA
190000,1,1,720,1,0,0,720,0,Seattle,USA
440000,4,2.5,2410,2,0,0,2410,0,Snoqualmie,USA
1400000,3,2,2020,1.5,0,3,1790,230,Seattle,USA
230000,2,1,1080,1,0,0,1080,0,Renton,USA
455000,3,1.75,1180,1,0,0,1180,0,North Bend,USA
175000,2,1,660,1,0,0,660,0,Seattle,USA
650000,3,1.75,2920,1,0,0,1620,1300,Bellevue,USA
3000000,4,4.25,4850,2,1,4,3850,1000,Kirkland,USA
192500,3,1,1080,1.5,0,0,1080,0,Tukwila,USA
239950,3,1.75,1670,1,0,0,1170,500,Federal Way,USA
175000,6,1,1370,1.5,0,0,1120,250,Seattle,USA
850000,5,3.5,3450,1,0,0,2350,1100,Kirkland,USA
410000,4,2,1970,1,0,0,1820,150,Burien,USA
570000,4,2.5,2290,2,0,0,2290,0,Issaquah,USA
469000,5,2.5,2240,1,0,0,1140,1100,Shoreline,USA
559000,2,1,1240,1,0,1,1060,180,Seattle,USA
739888,3,2.5,2420,2,0,4,1690,730,Sammamish,USA
568450,5,3.5,3260,2,0,0,3260,0,Kent,USA
240000,2,1,670,1,0,0,670,0,Seattle,USA
574950,5,3.25,3160,2,0,0,3160,0,Issaquah,USA
180000,3,2.25,1990,2,0,0,1990,0,Des Moines,USA
1160000,4,3.5,4680,2,0,0,3360,1320,Bellevue,USA
300000,3,2.5,1700,2,0,0,1700,0,Seattle,USA
630000,4,2.5,2807,2,0,0,2807,0,Kenmore,USA
507000,4,1.75,1770,1,0,0,1170,600,Redmond,USA
287500,4,2.5,2570,1,0,0,1590,980,Federal Way,USA
688000,3,3,3450,2,0,0,3450,0,Sammamish,USA
424000,3,2,1670,1,0,0,1170,500,Kirkland,USA
400000,3,1.75,1050,1.5,0,0,950,100,Seattle,USA
620000,4,2.5,1910,2,0,0,1910,0,Issaquah,USA
300000,3,1,910,1,0,0,910,0,Kirkland,USA
615000,5,2.25,2480,2,0,0,2480,0,Sammamish,USA
206000,2,1.5,1820,2,0,0,1820,0,Tukwila,USA
515500,4,2.5,2920,2,0,0,2920,0,Duvall,USA
554000,5,2.25,1870,1,0,0,1170,700,Lake Forest Park,USA
825000,4,3.5,3810,2,0,0,3810,0,Seattle,USA
855000,4,2.25,2190,2,0,0,1800,390,Seattle,USA
315000,3,2.5,1730,2,0,0,1730,0,Maple Valley,USA
299000,5,2.5,2220,1,0,0,1110,1110,Renton,USA
650000,3,1.5,1320,1,0,0,1320,0,Bellevue,USA
465000,3,1.75,1510,1,0,2,860,650,Seattle,USA
